Name,AttributeDescription,Type,Units,Length,ValidValues,AggDefaultValues,DefaultValue1,DefaultValueDesciption1,DefaultValue2,DefaultValueDesciption2,DefaultValue3,DefaultValueDesciption3,DefaultValue4,DefaultValueDesciption4,DefaultValue5,DefaultValueDesciption5,DefaultValue6,DefaultValueDesciption6,Equifax_TU_Availability,LeveledWithExperian,ExpNewData_ArchiveAvailableDate_Arf7SubsegKeyword,RecommendedNotToUse_NCAPImpact
ALL2216,Total number of trades presently derogatory occurred in the last 6 months excluding collections ,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2220,Total number of trades presently 30 or more days delinquent or derogatory excluding collections,number,Trades,2,0-90,"99: No trade excluding collections


",99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2300,Total number of trades ever 30 days delinquent excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections


",99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2320,Total number of trades ever 30 or more days delinquent or derogatory including collections,number,Trades,2,0-90,"99: No trade including collections


",99,No trade including collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2321,"Total number of trades ever 30 days delinquent that occurred more than 2 times, or ever 60 or more days delinquent or derogatory including collections",number,Trades,2,0-90,"99: No trade including collections


",99,No trade including collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2226,Total number of trades presently 30 or more days delinquent or derogatory occurred in the last 6 months excluding collections,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2306,Total number of trades 30 days delinquent in the last 6 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2307,Total number of trades 30 days delinquent in the last 12 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2308,Total number of trades 30 days delinquent in the last 24 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2309,Total number of trades 30 days delinquent in the last 36 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2326,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 6 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2327,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 12 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2328,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 24 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2336,Total number of trades 60 days delinquent in the last 6 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2337,Total number of trades 60 days delinquent in the last 12 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2338,Total number of trades 60 days delinquent in the last 24 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2339,Total number of trades 60 days delinquent in the last 36 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2351,"Total number of trades presently 30 days delinquent, or ever 60 or more days delinquent or derogatory including collections",number,Trades,2,0-90,"99: No trade including collections


",99,No trade including collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2352,"Total number of trades presently 30 days delinquent, or ever 60 or more days delinquent or derogatory excluding collections",number,Trades,2,0-90,"99: No trade excluding collections


",99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2356,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 6 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2357,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 12 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2800,Total number of trades ever derogatory excluding collections,number,Trades,2,0-90,"99: No trade excluding collections


",99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2810,Total number of trades ever repossessed,number,Trades,2,0-90,"99: No trade excluding collections


",99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2814,Total number of trades ever repossessed that occurred in the last 24 months,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2820,Total number of trades ever charged-off,number,Trades,2,0-90,99: No trade excluding collections,99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2358,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 24 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2360,Total number of trades ever 90 days delinquent excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections


",99,No trade excluding collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2366,Total number of trades 90 days delinquent in the last 6 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2367,Total number of trades 90 days delinquent in the last 12 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2368,Total number of trades 90 days delinquent in the last 24 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2369,Total number of trades 90 days delinquent in the last 36 months excluding collections and other unsatisfied derogatory,number,Trades,2,0-90,"99: No trade excluding collections
97: No trade reported within timeframe required

",99,No trade excluding collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL2380,Total number of trades ever 90 or more days delinquent or derogatory including collections,number,Trades,2,0-90,"99: No trade including collections


",99,No trade including collections,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2386,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 6 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL2387,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 12 months including collections,number,Trades,2,0-90,"99: No trade including collections
97: No trade reported within timeframe required

",99,No trade including collections,97,No trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
